,province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date,region,weather
95733,Can Tho,30,22,6,W,0.0,69,66,1011,2018-01-14,Nam,Nắng
95734,Can Tho,32,23,9,E,0.0,70,19,1010,2019-01-14,Nam,Nắng
95735,Can Tho,32,22,10,E,0.0,68,7,1010,2020-01-14,Nam,Nắng
95736,Can Tho,29,20,4,SW,0.0,77,27,1011,2021-01-14,Nam,Lạnh
95737,Can Tho,30,21,10,E,0.0,72,15,1013,2009-01-18,Nam,Nắng
95738,Can Tho,31,22,12,ESE,0.0,58,24,1013,2010-01-18,Nam,Nắng
95739,Can Tho,32,21,6,SSW,0.0,69,1,1011,2011-01-18,Nam,Nắng
95740,Can Tho,31,23,16,ESE,1.0,81,38,1008,2012-01-18,Nam,Nắng
95741,Can Tho,31,22,10,E,0.1,68,34,1013,2013-01-18,Nam,Nắng
95742,Can Tho,30,20,9,NE,0.1,69,27,1015,2014-01-18,Nam,Nắng
95743,Can Tho,29,21,9,E,0.6,72,45,1013,2015-01-18,Nam,Lạnh
95744,Can Tho,34,25,10,SE,0.4,71,17,1010,2016-01-18,Nam,Nắng
95745,Can Tho,30,24,15,E,0.0,72,51,1012,2017-01-18,Nam,Nắng
95746,Can Tho,31,23,5,S,6.4,79,50,1009,2018-01-18,Nam,Nắng
95747,Can Tho,32,23,15,E,0.0,63,17,1011,2019-01-18,Nam,Nắng
95748,Can Tho,33,23,11,E,0.0,70,15,1012,2020-01-18,Nam,Nắng
95749,Can Tho,29,20,11,E,0.0,68,12,1012,2021-01-18,Nam,Lạnh
95750,Can Tho,33,21,6,SSE,0.0,68,26,1010,2009-01-22,Nam,Nắng
95751,Can Tho,31,23,12,ESE,3.1,84,32,1013,2010-01-22,Nam,Nắng
95752,Can Tho,33,22,10,ESE,4.7,76,55,1010,2011-01-22,Nam,Nắng
95753,Can Tho,32,21,14,ESE,0.0,77,41,1010,2012-01-22,Nam,Nắng
95754,Can Tho,33,24,16,E,2.4,73,39,1013,2013-01-22,Nam,Nắng
95755,Can Tho,29,18,13,ENE,0.0,58,21,1015,2014-01-22,Nam,Lạnh
95756,Can Tho,31,21,11,ESE,0.0,70,27,1016,2015-01-22,Nam,Nắng
95757,Can Tho,35,23,14,ESE,0.0,72,12,1013,2016-01-22,Nam,Nắng
95758,Can Tho,30,24,14,E,0.1,72,50,1014,2017-01-22,Nam,Nắng
95759,Can Tho,30,24,6,E,9.7,84,57,1008,2018-01-22,Nam,Nắng
95760,Can Tho,32,23,8,E,0.1,72,29,1013,2019-01-22,Nam,Nắng
