,province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date,region,weather
36651,Thai Nguyen,21,13,4,ESE,0.0,70,46,1016,2021-01-20,Bắc,Lạnh
36652,Thai Nguyen,16,12,11,NE,4.5,88,83,1019,2009-01-23,Bắc,Mây
36653,Thai Nguyen,15,12,8,NE,52.6,93,71,1022,2010-01-23,Bắc,Mây
36654,Thai Nguyen,18,11,9,NE,0.1,64,71,1022,2011-01-23,Bắc,Lạnh
36655,Thai Nguyen,17,9,8,ENE,0.2,65,55,1019,2012-01-23,Bắc,Lạnh
36656,Thai Nguyen,23,17,7,SE,0.3,84,55,1017,2013-01-23,Bắc,Mây
36657,Thai Nguyen,20,9,8,SSE,0.0,46,0,1020,2014-01-23,Bắc,Lạnh
36658,Thai Nguyen,20,15,8,ESE,1.0,84,72,1016,2015-01-23,Bắc,Mây
36659,Thai Nguyen,9,7,24,NE,1.5,65,86,1030,2016-01-23,Bắc,Lạnh
36660,Thai Nguyen,22,12,5,ESE,0.0,66,20,1024,2017-01-23,Bắc,Lạnh
36661,Thai Nguyen,24,18,10,SE,3.3,80,61,1012,2018-01-23,Bắc,Lạnh
36662,Thai Nguyen,21,12,6,ESE,0.0,60,24,1020,2019-01-23,Bắc,Lạnh
36663,Thai Nguyen,23,20,8,SE,1.1,87,83,1014,2020-01-23,Bắc,Mây
36664,Thai Nguyen,26,17,6,ESE,0.0,64,28,1014,2021-01-23,Bắc,Lạnh
36665,Thai Nguyen,12,8,4,SE,1.3,77,69,1021,2009-01-25,Bắc,Lạnh
36666,Thai Nguyen,16,13,7,NE,1.0,91,71,1022,2010-01-25,Bắc,Mây
36667,Thai Nguyen,19,11,6,E,0.0,59,48,1023,2011-01-25,Bắc,Lạnh
36668,Thai Nguyen,15,8,9,ENE,0.1,58,54,1021,2012-01-25,Bắc,Lạnh
36669,Thai Nguyen,19,15,8,NE,3.1,73,90,1018,2013-01-25,Bắc,Lạnh
